Code;Calories from animal protein (FAO (2017));Mean male height (cm)
UKR;;175.4048163
UKR;;175.5855463
UKR;;175.7662326
UKR;;175.9466442
UKR;;176.1255875
UKR;;
ARE;219.2;170.0300495
ARE;199.36;170.1393057
ARE;184.4;170.2441014
ARE;172.96;170.3429275
ARE;165.52;170.4371529
ARE;166;170.5294693
ARE;168.52;170.6202909
ARE;171.68;170.7095009
ARE;169.36;170.7987923
ARE;165.6;170.8874917
ARE;156.16;170.9743312
ARE;150.96;171.0579771
ARE;168.56;171.1375036
ARE;192.72;171.2113329
ARE;191.64;171.2767973
ARE;225.36;171.3314813
ARE;198.24;171.3713518
ARE;212.2;171.3959071
ARE;234.68;171.4058871
ARE;272.4;171.4031673
ARE;266.8;171.3895235
ARE;284.72;171.3662162
ARE;261.72;171.3333183
ARE;265.12;171.2915115
ARE;245.52;171.2407662
ARE;229.8;171.181778
ARE;241.2;171.1159315
ARE;222.96;171.0457041
ARE;216.72;170.9734433
ARE;227.16;170.8995587
ARE;223.84;170.8256364
ARE;211.88;170.7521938
ARE;213.84;170.6786098
ARE;227.4;170.6043449
ARE;233.44;170.5299937
ARE;204.12;
ARE;203.2;
ARE;218.52;
ARE;202.88;
ARE;193;
ARE;230.04;
ARE;246.12;
ARE;197.4;
ARE;174.72;
ARE;180.4;
ARE;199.6;
ARE;206.88;
ARE;179.04;
ARE;154.44;
ARE;150.64;
ARE;153.56;
ARE;166.8;
ARE;;159.3043582
ARE;;159.482673
ARE;;159.6615064
ARE;;159.8406464
ARE;;160.0197709
ARE;;160.1987444
ARE;;160.3779934
ARE;;160.5577336
ARE;;160.7377175
ARE;;160.9179211
ARE;;161.09797
ARE;;161.2785592
ARE;;161.4599483
ARE;;161.6421822
ARE;;161.8261705
ARE;;162.0123276
ARE;;162.2019366
ARE;;162.3945389
ARE;;162.5895319
ARE;;162.787373
ARE;;162.9881197
ARE;;163.1919051
ARE;;163.3992978
ARE;;163.6082623
ARE;;163.8177724
ARE;;164.0259215
ARE;;164.2306819
ARE;;164.4313849
ARE;;164.6269688
ARE;;164.8184202
ARE;;165.0054583
ARE;;165.1896472
ARE;;165.3712953
ARE;;165.5501551
ARE;;165.7263765
ARE;;165.899359
ARE;;166.0685616
ARE;;166.2345889
ARE;;166.3978279
ARE;;166.5592928
ARE;;166.7178069
ARE;;166.8736596
ARE;;167.0267949
ARE;;167.1773503
ARE;;167.3260318
ARE;;167.4733344
ARE;;167.6202522
ARE;;167.7676293
ARE;;167.9148055
ARE;;168.0611646
ARE;;168.2062506
ARE;;168.3481104
ARE;;168.4867298
ARE;;168.6212137
ARE;;168.7513729
ARE;;168.8768275
ARE;;168.998146
ARE;;169.1168923
ARE;;169.2341487
ARE;;169.3497196
ARE;;169.4636357
ARE;;169.577267
ARE;;169.6914869
ARE;;169.8052527
ARE;;169.9182718
ARE;;
GBR;214.88;176.3188172
GBR;219.48;176.4090638
GBR;217.88;176.4981227
GBR;222.8;176.5832617
GBR;219.76;176.6648876
GBR;216.96;176.7432375
GBR;218.48;176.8194354
GBR;220.72;176.8945527
GBR;218.8;176.9697486
GBR;221.44;177.044723
GBR;220.36;177.1190041
GBR;220.76;177.1925166
GBR;214.4;177.2645137
GBR;214.6;177.3328557
GBR;213.44;177.3961632
GBR;210.72;177.4536396
GBR;208.68;177.5035596
GBR;209.64;177.5448974
GBR;212.72;177.5780108
GBR;208;177.6049462
GBR;209.64;177.6274374
GBR;210.36;177.6457127
GBR;207.76;177.6585029
GBR;212.04;177.6649803
GBR;215.72;177.6642649
GBR;214.92;177.6571189
GBR;216.84;177.6445007
GBR;215.8;177.6280341
GBR;214.76;177.6099487
GBR;214.36;177.590589
GBR;212.32;177.5717212
GBR;216.88;177.5542158
GBR;210.76;177.5379858
GBR;213.32;177.5219971
GBR;211.92;177.5063676
GBR;217;
GBR;218.92;
GBR;217.68;
GBR;217.76;
GBR;226.08;
GBR;227.84;
GBR;232.8;
GBR;234.92;
GBR;234.84;
GBR;238.84;
GBR;238.2;
GBR;230.76;
GBR;230.36;
GBR;231.72;
GBR;234.28;
GBR;235.24;
GBR;233.12;
GBR;;166.8722859
GBR;;166.9968047
GBR;;167.1213332
GBR;;167.2459636
GBR;;167.3705933
GBR;;167.4958537
GBR;;167.622089
GBR;;167.7486543
GBR;;167.8754744
GBR;;168.002204
GBR;;168.1285933
GBR;;168.2553241
GBR;;168.3843185
GBR;;168.5155536
GBR;;168.6509493
GBR;;168.793378
GBR;;168.9451394
GBR;;169.1059444
GBR;;169.2755072
GBR;;169.4524768
GBR;;169.6353482
GBR;;169.8232346
GBR;;170.0151179
GBR;;170.2086787
GBR;;170.4041876
GBR;;170.6010512
GBR;;170.7991602
GBR;;170.9973881
GBR;;171.1966566
GBR;;171.3990632
GBR;;171.6048372
GBR;;171.8136043
GBR;;172.0242809
GBR;;172.2338393
GBR;;172.4391508
GBR;;172.637431
GBR;;172.8263315
GBR;;173.0061423
GBR;;173.1795466
GBR;;173.3471126
GBR;;173.5093971
GBR;;173.6664284
GBR;;173.819259
GBR;;173.9671718
GBR;;174.1091096
GBR;;174.2445857
GBR;;174.3746622
GBR;;174.5014826
GBR;;174.6243188
GBR;;174.7434267
GBR;;174.8598154
GBR;;174.9725434
GBR;;175.0830241
GBR;;175.1904528
GBR;;175.2951792
GBR;;175.3965794
GBR;;175.4945851
GBR;;175.5917509
GBR;;175.6871513
GBR;;175.7805936
GBR;;175.8713567
GBR;;175.9608683
GBR;;176.0500693
GBR;;176.1390513
GBR;;176.2285432
GBR;;
OWID_KRU;;
USA;251.96;177.2983877
USA;250.8;177.3116616
USA;254.8;177.3245309
USA;261.2;177.3346537
USA;259.96;177.3427059
USA;266.16;177.3497888
USA;266.56;177.3575012
USA;270.68;177.3670229
USA;266.52;177.3800515
USA;267.24;177.3966703
USA;269.96;177.4162612
USA;271.84;177.4386136
USA;261.92;177.4626156
USA;264.08;177.4863176
USA;256.32;177.5074667
USA;270.2;177.5245603
USA;268;177.5357707
USA;266.56;177.5404138
USA;265.36;177.5386477
USA;265.36;177.5316749
USA;266.44;177.521189
USA;263;177.5084911
USA;270;177.4927975
USA;272;177.4738922
USA;277.6;177.4512224
USA;278.96;177.4249189
USA;281.68;177.395842
USA;278.16;177.3650173
USA;277;177.3342194
USA;276.96;177.3029732
USA;277.92;177.2726301
USA;282.52;177.2432528
USA;281.92;177.214932
USA;287.88;177.1866753
USA;287.64;177.1586751
USA;282.04;
USA;286.4;
USA;292.96;
USA;290.92;
USA;289.32;
USA;297.44;
USA;297;
USA;299.2;
USA;298.56;
USA;297.68;
USA;295.88;
USA;290.32;
USA;284.72;
USA;283.6;
USA;278.24;
USA;279.04;
USA;279.12;
USA;;171.0792721
USA;;171.1796572
USA;;171.2802918
USA;;171.3811476
USA;;171.4821139
USA;;171.5842776
USA;;171.6877163
USA;;171.7917872
USA;;171.89591
USA;;171.9994376
USA;;172.1018035
USA;;172.2037162
USA;;172.3069582
USA;;172.4116197
USA;;172.5187618
USA;;172.6304706
USA;;172.7483194
USA;;172.8716868
USA;;172.9999456
USA;;173.1324354
USA;;173.2680352
USA;;173.4056226
USA;;173.5448845
USA;;173.6839404
USA;;173.8238223
USA;;173.9646163
USA;;174.1059074
USA;;174.2465171
USA;;174.3868179
USA;;174.5285967
USA;;174.6722115
USA;;174.8173683
USA;;174.9630382
USA;;175.107599
USA;;175.2495456
USA;;175.386848
USA;;175.5174002
USA;;175.641858
USA;;175.7623659
USA;;175.8794915
USA;;175.9925714
USA;;176.1019456
USA;;176.2081263
USA;;176.3090962
USA;;176.4034355
USA;;176.4906101
USA;;176.5717426
USA;;176.6488946
USA;;176.7214462
USA;;176.7894872
USA;;176.8535929
USA;;176.9128913
USA;;176.9676452
USA;;177.0172314
USA;;177.0620321
USA;;177.1013946
USA;;177.1354648
USA;;177.1665777
USA;;177.1939796
USA;;177.2172584
USA;;177.2352932
USA;;177.2500463
USA;;177.262802
USA;;177.2741932
USA;;177.2857682
USA;;
UMI;;
VIR;;
URY;235.44;172.4370474
URY;225.96;172.5047106
URY;226.72;172.5687443
URY;239.4;172.628597
URY;221.68;172.6833552
URY;215.6;172.7338243
URY;199;172.7813333
URY;229.72;172.8275271
URY;233.96;172.8742521
URY;249.64;172.9224918
URY;221.28;172.9726542
URY;216.72;173.0247576
URY;208.28;173.0772056
URY;226.28;173.1281427
URY;231.04;173.17617
URY;222.64;173.2192532
URY;218.52;173.2561462
URY;214.08;173.2866293
URY;212.76;173.3109644
URY;217.16;173.3309155
URY;217.96;173.3474608
URY;223.92;173.3617072
URY;188.6;173.3731275
URY;190.88;173.3820687
URY;188.24;173.3887211
URY;183.36;173.3930121
URY;202.68;173.3942142
URY;199.24;173.393717
URY;192.56;173.3937273
URY;175.56;173.3946455
URY;210.8;173.3980988
URY;212.16;173.4036909
URY;211.36;173.4110055
URY;231.64;173.4182739
URY;207.08;173.4252674
URY;206.6;
URY;206.28;
URY;215.04;
URY;212.8;
URY;226.96;
URY;204.04;
URY;178.24;
URY;170.24;
URY;168.08;
URY;170.24;
URY;185.96;
URY;204.64;
URY;198.36;
URY;198.32;
URY;207.68;
URY;199.84;
URY;216;
URY;;163.8095192
URY;;163.9481885
URY;;164.0868873
URY;;164.2253393
URY;;164.3637319
URY;;164.5025289
URY;;164.6415904
URY;;164.7805937
URY;;164.9188316
URY;;165.0569597
URY;;165.1947953
URY;;165.3324074
URY;;165.4709123
URY;;165.6098886
URY;;165.7498492
URY;;165.8918272
URY;;166.0358514
URY;;166.1816105
URY;;166.328973
URY;;166.4781709
URY;;166.6288922
URY;;166.7813443
URY;;166.9352929
URY;;167.0898761
URY;;167.2445189
URY;;167.3989998
URY;;167.5516615
URY;;167.7023383
URY;;167.8518376
URY;;168.001536
URY;;168.151995
URY;;168.3042211
URY;;168.4578439
URY;;168.6119743
URY;;168.7653637
URY;;168.9165534
URY;;169.0648215
URY;;169.2107259
URY;;169.3542534
URY;;169.4966579
URY;;169.6380637
URY;;169.7779991
URY;;169.9165879
URY;;170.0534218
URY;;170.1892765
URY;;170.3249071
URY;;170.4603752
URY;;170.5968235
URY;;170.7336226
URY;;170.8702859
URY;;171.0062868
URY;;171.1395765
URY;;171.2698097
URY;;171.3954356
URY;;171.5151589
URY;;171.6278168
URY;;171.7322494
URY;;171.8287787
URY;;171.9182515
URY;;172.0010822
URY;;172.0781035
URY;;172.152044
URY;;172.2246116
URY;;172.2961164
URY;;172.3670424
URY;;
UZB;145.64;170.6029215
UZB;152.68;170.640374
UZB;160.6;170.6725907
UZB;149.52;170.6981304
UZB;152.88;170.7178086
UZB;158.96;170.733314
UZB;170.2;170.7454526
UZB;175.96;170.7548139
UZB;180.28;170.7637209
UZB;185.24;170.7727188
UZB;186.76;170.7812479
UZB;191.2;170.7879845
UZB;190.76;170.7926617
UZB;203.8;170.7939279
UZB;210.64;170.7902799
UZB;203.68;170.7797685
UZB;200.84;170.7596411
UZB;205.6;170.7292001
UZB;207.28;170.6896666
UZB;204.16;170.6421811
UZB;204.48;170.5890894
UZB;202.96;170.5308602
UZB;205.44;170.4680879
UZB;212.12;170.4012816
UZB;216.76;170.3300817
UZB;220.48;170.2543231
UZB;221.6;170.1741026
UZB;223.64;170.0909635
UZB;226.44;170.0054561
UZB;225.48;169.9179254
UZB;201.48;169.829736
UZB;103.96;169.7417191
UZB;105.56;169.6530906
UZB;112.92;169.5636889
UZB;108.04;169.4741788
UZB;104.68;
UZB;106;
UZB;92.12;
UZB;92.96;
UZB;91.12;
UZB;92.56;
UZB;96.04;
UZB;98.88;
UZB;102.36;
UZB;104.24;
UZB;104.2;
UZB;104.04;
UZB;106.16;
UZB;108.12;
UZB;114.64;
UZB;113.88;
UZB;116.76;
UZB;;161.0854915
UZB;;161.2705994
UZB;;161.4560293
UZB;;161.6413705
UZB;;161.8269963
UZB;;162.0124914
UZB;;162.1981627
UZB;;162.3836804
UZB;;162.5691426
UZB;;162.7540305
UZB;;162.938702
UZB;;163.1233639
UZB;;163.3085278
UZB;;163.4941214
UZB;;163.6809823
UZB;;163.8693376
UZB;;164.0598361
UZB;;164.2522498
UZB;;164.4458933
UZB;;164.6410876
UZB;;164.8376134
UZB;;165.0352567
UZB;;165.2342795
UZB;;165.4330756
UZB;;165.6304964
UZB;;165.8256975
UZB;;166.017259
UZB;;166.2045386
UZB;;166.3873056
UZB;;166.5660999
UZB;;166.7414552
UZB;;166.9148703
UZB;;167.0862743
UZB;;167.2553704
UZB;;167.4217146
UZB;;167.584323
UZB;;167.74299
UZB;;167.8978664
UZB;;168.0496196
UZB;;168.1980391
UZB;;168.3428186
UZB;;168.483169
UZB;;168.6188685
UZB;;168.7501228
UZB;;168.8765506
UZB;;168.9984504
UZB;;169.1174706
UZB;;169.2348322
UZB;;169.3494035
UZB;;169.4608488
UZB;;169.5691709
UZB;;169.6734351
UZB;;169.7736138
UZB;;169.8691939
UZB;;169.9590507
UZB;;170.0425001
UZB;;170.1193576
UZB;;170.1907404
UZB;;170.2568724
UZB;;170.3176473
UZB;;170.3731702
UZB;;170.4246238
UZB;;170.4726077
UZB;;170.517795
UZB;;170.5614899
UZB;;
VUT;108.92;168.1859504
VUT;110.88;168.2768618
VUT;118;168.3602099
VUT;119.44;168.4343307
VUT;120.84;168.4988099
VUT;121.88;168.554944
VUT;121.2;168.6033835
VUT;126.12;168.6455555
VUT;126.16;168.6834235
VUT;139.64;168.7173656
VUT;151.36;168.7475167
VUT;145.76;168.7742417
VUT;143.36;168.797473
VUT;152.84;168.8167883
VUT;127.44;168.8313468
VUT;147.12;168.8405253
VUT;136.36;168.8430967
VUT;132.24;168.8390376
VUT;142.4;168.828887
VUT;121.48;168.8134723
VUT;108.76;168.793542
VUT;104.6;168.7696611
VUT;105.72;168.7414325
VUT;112.24;168.7090001
VUT;112.56;168.6718576
VUT;107.92;168.6300872
VUT;103.52;168.5834693
VUT;95.8;168.5331792
VUT;90.72;168.4804907
VUT;96.32;168.4260791
VUT;99;168.3704959
VUT;99.44;168.3149579
VUT;97.2;168.2596142
VUT;101.04;168.2042731
VUT;102.12;168.1488156
VUT;100.24;
VUT;104.72;
VUT;105.88;
VUT;106.16;
VUT;101.48;
VUT;96.6;
VUT;96.64;
VUT;96.92;
VUT;98.52;
VUT;98.8;
VUT;112.4;
VUT;118;
VUT;112.92;
VUT;111.92;
VUT;111.8;
VUT;113.32;
VUT;116.92;
VUT;;163.5874546
VUT;;163.622916
VUT;;163.6587334
VUT;;163.6948288
VUT;;163.7316199
VUT;;163.7692897
VUT;;163.8078699
VUT;;163.8475706
VUT;;163.8884257
VUT;;163.9304852
VUT;;163.9736133
VUT;;164.0177193
VUT;;164.0634626
VUT;;164.1107642
VUT;;164.1599204
VUT;;164.2121011
VUT;;164.2670526
VUT;;164.3250554
VUT;;164.3846901
VUT;;164.446468
VUT;;164.5100798
VUT;;164.5754486
VUT;;164.6422729
VUT;;164.7083675
VUT;;164.7730071
VUT;;164.8360186
VUT;;164.8962072
VUT;;164.9537567
VUT;;165.0085738
VUT;;165.0619695
VUT;;165.1149237
VUT;;165.1686079
VUT;;165.2233194
VUT;;165.2785683
VUT;;165.3337694
VUT;;165.3883069
VUT;;165.4418273
VUT;;165.4960189
VUT;;165.5512238
VUT;;165.6086138
VUT;;165.6682003
VUT;;165.730083
VUT;;165.7946829
VUT;;165.8620443
VUT;;165.9326964
VUT;;166.0080055
VUT;;166.089726
VUT;;166.1791524
VUT;;166.2757127
VUT;;166.3791922
VUT;;166.4889385
VUT;;166.603358
VUT;;166.7219066
VUT;;166.8425935
VUT;;166.9645627
VUT;;167.0864367
VUT;;167.2068814
VUT;;167.3259184
VUT;;167.4424976
VUT;;167.5565196
VUT;;167.6676456
VUT;;167.7770471
VUT;;167.8841698
VUT;;167.9884791
VUT;;168.0892497
VUT;;
VAT;;
VEN;93.16;169.3799044
VEN;93.52;169.4964
VEN;93.96;169.6100026
VEN;99.36;169.7187239
VEN;95.68;169.8223811
VEN;94.08;169.9218415
VEN;91.6;170.0178418
VEN;93.24;170.1112484
VEN;100.16;170.2039583
VEN;98.36;170.2973186
VEN;100.24;170.3907752
VEN;101.44;170.4835008
VEN;111.16;170.5741563
VEN;107.32;170.6604146
VEN;114.84;170.7416683
VEN;117.48;170.8164027
VEN;132.6;170.8829865
VEN;138.08;170.9415088
VEN;134.48;170.9927327
VEN;134.84;171.038454
VEN;140.64;171.0800263
VEN;143.24;171.1186959
VEN;129.88;171.1545573
VEN;132.28;171.1880019
VEN;126.36;171.2190387
VEN;115.4;171.2486933
VEN;121.24;171.2777413
VEN;132.4;171.3067947
VEN;108.4;171.3368046
VEN;98.04;171.369138
VEN;107.84;171.4039456
VEN;110.88;171.4412251
VEN;114.4;171.4795609
VEN;108.4;171.5179024
VEN;113.6;171.556199
VEN;117.52;
VEN;122.96;
VEN;120.36;
VEN;122.24;
VEN;134.8;
VEN;131.12;
VEN;119;
VEN;126.76;
VEN;118.72;
VEN;126.56;
VEN;141.64;
VEN;165.76;
VEN;161.76;
VEN;158.4;
VEN;163.52;
VEN;155.2;
VEN;152.48;
VEN;;159.9618626
VEN;;160.1160132
VEN;;160.2705061
VEN;;160.4248773
VEN;;160.5792486
VEN;;160.7339811
VEN;;160.8887318
VEN;;161.0439457
VEN;;161.1991566
VEN;;161.3540773
VEN;;161.5088732
VEN;;161.6637608
VEN;;161.8198838
VEN;;161.9763666
VEN;;162.1337975
VEN;;162.293443
VEN;;162.4554888
VEN;;162.6199944
VEN;;162.7864893
VEN;;162.9552719
VEN;;163.1258012
VEN;;163.2981277
VEN;;163.4723397
VEN;;163.6469995
VEN;;163.8217868
VEN;;163.995787
VEN;;164.1677973
VEN;;164.3366292
VEN;;164.5020976
VEN;;164.6652891
VEN;;164.8264995
VEN;;164.9864227
VEN;;165.1444591
VEN;;165.3004803
VEN;;165.4533349
VEN;;165.6016145
VEN;;165.7448597
VEN;;165.8839801
VEN;;166.0194777
VEN;;166.1520777
VEN;;166.2818662
VEN;;166.4084807
VEN;;166.5325607
VEN;;166.6539015
VEN;;166.7733332
VEN;;166.8924682
VEN;;167.0129392
VEN;;167.1363747
VEN;;167.2630459
VEN;;167.3923878
VEN;;167.5250723
VEN;;167.6595317
VEN;;167.7953786
VEN;;167.9308164
VEN;;168.0642593
VEN;;168.1941171
VEN;;168.3199011
VEN;;168.4416745
VEN;;168.5607605
VEN;;168.6780036
VEN;;168.7937766
VEN;;168.9095732
VEN;;169.026336
VEN;;169.1438476
VEN;;169.2620348
VEN;;
VNM;35.56;163.1703488
VNM;37.32;163.1970605
VNM;39.04;163.2129164
VNM;39.48;163.2167543
VNM;39.84;163.2099915
VNM;40.64;163.1958449
VNM;40.28;163.1774715
VNM;39.44;163.156982
VNM;40.04;163.1381434
VNM;34.32;163.1225013
VNM;34.56;163.1119669
VNM;36.72;163.1079346
VNM;35.8;163.1118822
VNM;30.12;163.1241114
VNM;28.12;163.1451522
VNM;28.88;163.1737021
VNM;28.12;163.2070938
VNM;28.44;163.2444271
VNM;28.84;163.2860303
VNM;27.56;163.3332918
VNM;28.64;163.3868737
VNM;31.08;163.4460645
VNM;34.12;163.5091773
VNM;34.44;163.5746863
VNM;34.84;163.6421969
VNM;35.96;163.7116513
VNM;37.6;163.781408
VNM;36.72;163.8516998
VNM;39;163.9233402
VNM;38.04;163.9965432
VNM;36.08;164.0714951
VNM;37.84;164.146863
VNM;39.44;164.222546
VNM;45.48;164.297457
VNM;47.24;164.3717723
VNM;48.84;
VNM;51.12;
VNM;56.52;
VNM;61.44;
VNM;63.76;
VNM;67.56;
VNM;75.84;
VNM;81.44;
VNM;87.84;
VNM;89.08;
VNM;99.64;
VNM;104.64;
VNM;116.92;
VNM;119.44;
VNM;127.16;
VNM;124.64;
VNM;124.2;
VNM;;155.2978351
VNM;;155.4263604
VNM;;155.5549075
VNM;;155.6835449
VNM;;155.8120892
VNM;;155.9409749
VNM;;156.0701559
VNM;;156.1989753
VNM;;156.3276042
VNM;;156.4558447
VNM;;156.5832844
VNM;;156.7101985
VNM;;156.8366639
VNM;;156.9628226
VNM;;157.0897764
VNM;;157.2182202
VNM;;157.3487744
VNM;;157.4802166
VNM;;157.6122623
VNM;;157.7440544
VNM;;157.8756338
VNM;;158.0070322
VNM;;158.1376503
VNM;;158.2657114
VNM;;158.390728
VNM;;158.512009
VNM;;158.6293362
VNM;;158.7429511
VNM;;158.8537186
VNM;;158.9641549
VNM;;159.0746332
VNM;;159.1855087
VNM;;159.2972312
VNM;;159.4095014
VNM;;159.5230677
VNM;;159.6379753
VNM;;159.754621
VNM;;159.8748741
VNM;;159.999785
VNM;;160.1297985
VNM;;160.262608
VNM;;160.3971055
VNM;;160.5318688
VNM;;160.6655232
VNM;;160.798454
VNM;;160.9309043
VNM;;161.065294
VNM;;161.2034766
VNM;;161.3451521
VNM;;161.4895492
VNM;;161.635973
VNM;;161.782852
VNM;;161.9290661
VNM;;162.0728821
VNM;;162.2132988
VNM;;162.3480417
VNM;;162.4750564
VNM;;162.5934302
VNM;;162.7022879
VNM;;162.8005209
VNM;;162.8880149
VNM;;162.96532
VNM;;163.0320346
VNM;;163.087817
VNM;;163.1336752
VNM;;
WLF;;
OWID_GFR;;
ESH;;
OWID_WRL;;162.4824417
OWID_WRL;;162.5999537
OWID_WRL;;162.7176621
OWID_WRL;;162.8355173
OWID_WRL;;162.9534067
OWID_WRL;;163.0715977
OWID_WRL;;163.1902022
OWID_WRL;;163.3090557
OWID_WRL;;163.4280352
OWID_WRL;;163.5471352
OWID_WRL;;163.6661745
OWID_WRL;;163.7856803
OWID_WRL;;163.906238
OWID_WRL;;164.0276383
OWID_WRL;;164.1506078
OWID_WRL;;164.276113
OWID_WRL;;164.4046248
OWID_WRL;;164.5358294
OWID_WRL;;164.6692749
OWID_WRL;;164.8048417
OWID_WRL;;164.9421361
OWID_WRL;;165.0809597
OWID_WRL;;165.2210619
OWID_WRL;;165.3609563
OWID_WRL;;165.5000997
OWID_WRL;;165.6377796
OWID_WRL;;165.7730472
OWID_WRL;;165.9057358
OWID_WRL;;166.0362893
OWID_WRL;;166.1665846
OWID_WRL;;166.2975045
OWID_WRL;;166.4302514
OWID_WRL;;166.5650351
OWID_WRL;;166.701443
OWID_WRL;;166.8388916
OWID_WRL;;166.9763709
OWID_WRL;;167.1130411
OWID_WRL;;167.2496603
OWID_WRL;;167.3865433
OWID_WRL;;167.5239058
OWID_WRL;;167.660864
OWID_WRL;;167.7967571
OWID_WRL;;167.9311242
OWID_WRL;;168.0634708
OWID_WRL;;168.1939944
OWID_WRL;;168.3233836
OWID_WRL;;168.4531983
OWID_WRL;;168.584985
OWID_WRL;;168.7183594
OWID_WRL;;168.8531233
OWID_WRL;;168.9895191
OWID_WRL;;169.1263943
OWID_WRL;;169.2635571
OWID_WRL;;169.3998548
OWID_WRL;;169.5344649
OWID_WRL;;169.6660508
OWID_WRL;;169.7938299
OWID_WRL;;169.9182445
OWID_WRL;;170.0391987
OWID_WRL;;170.1567602
OWID_WRL;;170.2708814
OWID_WRL;;170.3827318
OWID_WRL;;170.4927752
OWID_WRL;;170.6005697
OWID_WRL;;170.7061585
OWID_WRL;;170.8087703
OWID_WRL;;170.9068061
OWID_WRL;;170.9983692
OWID_WRL;;171.0816892
OWID_WRL;;171.1572434
OWID_WRL;;171.2263058
OWID_WRL;;171.2901518
OWID_WRL;;171.3499921
OWID_WRL;;171.4076404
OWID_WRL;;171.4636356
OWID_WRL;;171.5178649
OWID_WRL;;171.5700032
OWID_WRL;;171.6198873
OWID_WRL;;171.6664712
OWID_WRL;;171.7085497
OWID_WRL;;171.7444474
OWID_WRL;;171.7722705
OWID_WRL;;171.7916035
OWID_WRL;;171.8028264
OWID_WRL;;171.8070764
OWID_WRL;;171.8057104
OWID_WRL;;171.7990974
OWID_WRL;;171.7865433
OWID_WRL;;171.7682057
OWID_WRL;;171.7435146
OWID_WRL;;171.7129702
OWID_WRL;;171.6769548
OWID_WRL;;171.6367289
OWID_WRL;;171.5939577
OWID_WRL;;171.5494336
OWID_WRL;;171.5045074
OWID_WRL;;171.4597597
OWID_WRL;;171.4151221
OWID_WRL;;171.3702529
OWID_WRL;;171.3253761
OWID_WRT;;
YEM;31.2;164.5866059
YEM;31.08;164.6042683
YEM;31.08;164.6129343
YEM;32.72;164.6110427
YEM;32.56;164.6003328
YEM;30.8;164.5829599
YEM;31.48;164.5596764
YEM;27.32;164.5308592
YEM;25.32;164.4980757
YEM;24.08;164.4609672
YEM;24.4;164.4178778
YEM;24.84;164.3674272
YEM;26.96;164.3090296
YEM;27.72;164.2413021
YEM;30.92;164.1619564
YEM;34.48;164.0681576
YEM;41.52;163.9567837
YEM;50.92;163.8275854
YEM;55.68;163.6814103
YEM;52.92;163.5200395
YEM;59;163.3451911
YEM;56.8;163.1586773
YEM;53.76;162.9606574
YEM;58.28;162.7517777
YEM;59.04;162.5327521
YEM;55.36;162.3049306
YEM;48;162.0698326
YEM;54.4;161.830156
YEM;48.16;161.5883806
YEM;43.48;161.3452058
YEM;45.32;161.101956
YEM;38.12;160.8594445
YEM;43.36;160.6169194
YEM;38.04;160.3736492
YEM;34.68;160.1302342
YEM;36.08;
YEM;39.96;
YEM;40;
YEM;42.56;
YEM;43.16;
YEM;46.24;
YEM;55.6;
YEM;54.96;
YEM;53.16;
YEM;49.64;
YEM;49.88;
YEM;47.56;
YEM;53.64;
YEM;49.32;
YEM;49.68;
YEM;54.88;
YEM;55.52;
YEM;;154.5043735
YEM;;154.7073675
YEM;;154.9105814
YEM;;155.1140984
YEM;;155.3176109
YEM;;155.5210959
YEM;;155.7246282
YEM;;155.9285055
YEM;;156.1320865
YEM;;156.3354193
YEM;;156.5383365
YEM;;156.7411591
YEM;;156.9448344
YEM;;157.1484812
YEM;;157.3530195
YEM;;157.5592944
YEM;;157.7680945
YEM;;157.9790841
YEM;;158.191399
YEM;;158.405793
YEM;;158.6219042
YEM;;158.8397468
YEM;;159.0601918
YEM;;159.2811228
YEM;;159.5013221
YEM;;159.7187897
YEM;;159.9312745
YEM;;160.1379518
YEM;;160.3377886
YEM;;160.5316727
YEM;;160.719229
YEM;;160.9027354
YEM;;161.0816627
YEM;;161.2567322
YEM;;161.4282329
YEM;;161.5956828
YEM;;161.7577779
YEM;;161.9155257
YEM;;162.0694499
YEM;;162.2197517
YEM;;162.3657495
YEM;;162.5077079
YEM;;162.6454836
YEM;;162.7790389
YEM;;162.9089302
YEM;;163.0358821
YEM;;163.1607075
YEM;;163.2840677
YEM;;163.4054035
YEM;;163.5232836
YEM;;163.6374796
YEM;;163.7457206
YEM;;163.8479874
YEM;;163.942885
YEM;;164.030378
YEM;;164.110074
YEM;;164.1819169
YEM;;164.2472635
YEM;;164.3072718
YEM;;164.3616472
YEM;;164.4105267
YEM;;164.4549752
YEM;;164.4954841
YEM;;164.5310135
YEM;;164.5616535
YEM;;
OWID_YAR;;
OWID_YPR;;
OWID_YGS;90.04;
OWID_YGS;89.48;
OWID_YGS;85.08;
OWID_YGS;89.96;
OWID_YGS;96.88;
OWID_YGS;99.08;
OWID_YGS;106.8;
OWID_YGS;111;
OWID_YGS;109.4;
OWID_YGS;113.92;
OWID_YGS;118.36;
OWID_YGS;115.36;
OWID_YGS;123.08;
OWID_YGS;133.6;
OWID_YGS;138.6;
OWID_YGS;146.4;
OWID_YGS;152.52;
OWID_YGS;157.88;
OWID_YGS;159.64;
OWID_YGS;159.2;
OWID_YGS;159.72;
OWID_YGS;156.64;
OWID_YGS;158.64;
OWID_YGS;161.64;
OWID_YGS;159.04;
OWID_YGS;163.16;
OWID_YGS;165.72;
OWID_YGS;166.08;
OWID_YGS;163.28;
OWID_YGS;177.36;
OWID_YGS;151.28;
OWID_YGS;;
